"Epoch (UTC)",""
2013-02-14T13:03:38.143Z,0.67849
2013-02-14T13:03:48.999Z,0.54073
2013-02-14T13:03:59.855Z,1.0257
2013-02-14T13:04:10.710Z,0.58945
2013-02-14T13:04:21.566Z,0.76607
2013-02-14T13:04:32.422Z,0.67969
2013-02-14T13:04:43.277Z,1.1663
2013-02-14T13:04:54.133Z,0.44857
2013-02-14T13:05:04.989Z,0.72849
2013-02-14T13:05:15.844Z,0.46489
2013-02-14T13:05:26.700Z,1.0895
2013-02-14T13:05:37.556Z,0.84379
2013-02-14T13:05:48.411Z,0.47024
2013-02-14T13:05:59.267Z,0.48458
2013-02-14T13:06:10.123Z,0.52808
2013-02-14T13:06:20.979Z,0.89084
2013-02-14T13:06:31.834Z,0.67854
2013-02-14T13:06:42.690Z,0.50145
2013-02-14T13:06:53.546Z,0.89214
2013-02-14T13:07:04.402Z,0.53346
2013-02-14T13:07:15.257Z,0.59534
2013-02-14T13:07:26.113Z,0.82293
2013-02-14T13:07:36.969Z,0.63180
2013-02-14T13:07:47.824Z,0.48478
2013-02-14T13:07:58.680Z,0.87039
2013-02-14T13:08:09.536Z,0.96935
2013-02-14T13:08:20.392Z,0.96831
2013-02-14T13:08:31.247Z,0.82193
2013-02-14T13:08:42.103Z,0.79410
2013-02-14T13:08:52.959Z,0.92868
2013-02-14T13:09:03.815Z,0.85006
2013-02-14T13:09:14.670Z,0.73259
2013-02-14T13:09:25.526Z,0.35726
2013-02-14T13:09:36.382Z,0.80498
2013-02-14T13:09:47.238Z,0.78685
2013-02-14T13:09:58.093Z,0.53320
2013-02-14T13:10:08.949Z,0.69456
2013-02-14T13:10:19.805Z,1.0008
2013-02-14T13:10:30.660Z,0.69375
2013-02-14T13:10:41.516Z,0.48809
2013-02-14T13:10:52.372Z,1.0069
2013-02-14T13:11:03.228Z,0.48623
2013-02-14T13:11:14.083Z,0.67616
2013-02-14T13:11:24.939Z,1.1815
2013-02-14T13:11:35.795Z,0.73040
2013-02-14T13:11:46.651Z,0.58247
2013-02-14T13:11:57.506Z,0.83033
2013-02-14T13:12:08.362Z,0.49224
2013-02-14T13:12:19.218Z,0.85309
2013-02-14T13:12:30.073Z,0.54982
2013-02-14T13:12:40.929Z,0.71888
2013-02-14T13:12:51.785Z,0.72766
2013-02-14T13:13:02.641Z,0.62810
2013-02-14T13:13:13.496Z,0.59830
2013-02-14T13:13:24.352Z,0.52482
2013-02-14T13:13:35.208Z,0.52566
2013-02-14T13:13:46.063Z,0.66022
2013-02-14T13:13:56.919Z,0.98298
2013-02-14T13:14:07.775Z,0.41174
2013-02-14T13:14:18.631Z,0.65627
2013-02-14T13:14:29.486Z,0.52216
2013-02-14T13:14:40.342Z,0.65433
2013-02-14T13:14:51.198Z,0.25212
2013-02-14T13:15:02.054Z,0.17936
2013-02-14T13:15:12.909Z,0.57277
2013-02-14T13:15:23.765Z,0.88313
2013-02-14T13:15:34.621Z,0.57017
2013-02-14T13:15:45.476Z,0.80951
2013-02-14T13:15:56.332Z,0.26383
2013-02-14T13:16:07.188Z,0.62617
2013-02-14T13:16:18.044Z,0.31504
2013-02-14T13:16:28.899Z,0.31051
2013-02-14T13:16:39.755Z,0.54931
2013-02-14T13:16:50.611Z,0.23037
2013-02-14T13:17:01.466Z,0.72540
2013-02-14T13:17:12.322Z,0.65186
2013-02-14T13:17:23.178Z,0.48636
2013-02-14T13:17:34.034Z,0.46346
2013-02-14T13:17:44.890Z,0.30213
2013-02-14T13:17:55.745Z,0.13852
2013-02-14T13:18:06.601Z,0.72355
2013-02-14T13:18:17.457Z,0.30676
2013-02-14T13:18:28.312Z,0.44871
2013-02-14T13:18:39.168Z,0.10540
2013-02-14T13:18:50.024Z,NaN
2013-02-14T13:19:00.880Z,0.27740
2013-02-14T13:19:11.735Z,0.51335
2013-02-14T13:19:22.591Z,0.44090
2013-02-14T13:19:33.447Z,0.77637
2013-02-14T13:19:44.302Z,0.55135
2013-02-14T13:19:55.158Z,0.69657
2013-02-14T13:20:06.014Z,0.67025
2013-02-14T13:20:16.870Z,0.58363
2013-02-14T13:20:27.725Z,0.36105
2013-02-14T13:20:38.581Z,0.37742
2013-02-14T13:20:49.437Z,0.74704
2013-02-14T13:21:00.293Z,0.63705
2013-02-14T13:21:11.148Z,0.34169
2013-02-14T13:21:22.004Z,0.61575
2013-02-14T13:21:32.860Z,0.94365
2013-02-14T13:21:43.715Z,0.79616
2013-02-14T13:21:54.571Z,0.90920
2013-02-14T13:22:05.427Z,0.57239
2013-02-14T13:22:16.283Z,0.59655
2013-02-14T13:22:27.138Z,0.81077
2013-02-14T13:22:37.994Z,0.55460
2013-02-14T13:22:48.850Z,0.27459
2013-02-14T13:22:59.705Z,0.49448
2013-02-14T13:23:10.561Z,0.77009
2013-02-14T13:23:21.417Z,0.59419
2013-02-14T13:23:32.273Z,0.36028
2013-02-14T13:23:43.128Z,0.90598
2013-02-14T13:23:53.984Z,0.57143
2013-02-14T13:24:04.840Z,0.93437
2013-02-14T13:24:15.696Z,0.55129
2013-02-14T13:24:26.551Z,0.51330
2013-02-14T13:24:37.407Z,0.55813
2013-02-14T13:24:48.263Z,0.43982
2013-02-14T13:24:59.118Z,0.22879
2013-02-14T13:25:09.974Z,0.18441
2013-02-14T13:25:20.830Z,0.70268
2013-02-14T13:25:31.686Z,0.38646
2013-02-14T13:25:42.541Z,0.56685
2013-02-14T13:25:53.397Z,0.46888
2013-02-14T13:26:04.253Z,0.59514
2013-02-14T13:26:15.109Z,0.41157
2013-02-14T13:26:25.964Z,0.93502
2013-02-14T13:26:36.820Z,0.29838
2013-02-14T13:26:47.676Z,0.83419
2013-02-14T13:26:58.531Z,0.51490
2013-02-14T13:27:09.387Z,0.74241
2013-02-14T13:27:20.243Z,0.48057
2013-02-14T13:27:31.099Z,0.66228
2013-02-14T13:27:41.954Z,0.66494
2013-02-14T13:27:52.810Z,0.58832
2013-02-14T13:28:03.666Z,0.62811
2013-02-14T13:28:14.521Z,0.33459
2013-02-14T13:28:25.377Z,0.56278
2013-02-14T13:28:36.233Z,0.26698
2013-02-14T13:28:47.089Z,0.43354
2013-02-14T13:28:57.944Z,0.43561
2013-02-14T13:29:08.800Z,0.34694
2013-02-14T13:29:19.656Z,0.43177
2013-02-14T13:29:30.512Z,0.50869
2013-02-14T13:29:41.367Z,0.51180
2013-02-14T13:29:52.223Z,0.36240
2013-02-14T13:30:03.079Z,0.16651
2013-02-14T13:30:13.934Z,0.52920
2013-02-14T13:30:24.790Z,0.44945
2013-02-14T13:30:35.646Z,0.17310
2013-02-14T13:30:46.502Z,NaN
2013-02-14T13:30:57.357Z,0.24124
2013-02-14T13:31:08.213Z,0.14890
2013-02-14T13:31:19.069Z,0.23274
2013-02-14T13:31:29.924Z,0.39137
2013-02-14T13:31:40.780Z,0.43880
2013-02-14T13:31:51.636Z,0.63989
2013-02-14T13:32:02.492Z,0.0057858
2013-02-14T13:32:13.347Z,0.43999
2013-02-14T13:32:24.203Z,0.20374
2013-02-14T13:32:35.059Z,0.27705
2013-02-14T13:32:45.915Z,0.17004
2013-02-14T13:32:56.770Z,0.51970
2013-02-14T13:33:07.626Z,1.1877
2013-02-14T13:33:18.482Z,0.38543
2013-02-14T13:33:29.337Z,0.20408
2013-02-14T13:33:40.193Z,0.46542
2013-02-14T13:33:51.049Z,0.31858
2013-02-14T13:34:01.905Z,0.66650
2013-02-14T13:34:12.760Z,0.60974
2013-02-14T13:34:23.616Z,0.13261
2013-02-14T13:34:34.472Z,0.65952
2013-02-14T13:34:45.327Z,0.71761
2013-02-14T13:34:56.183Z,0.48741
2013-02-14T13:35:07.039Z,0.57914
2013-02-14T13:35:17.895Z,0.51239
2013-02-14T13:35:28.750Z,0.31350
2013-02-14T13:35:39.606Z,0.51680
2013-02-14T13:35:50.462Z,0.35276
2013-02-14T13:36:01.318Z,0.55941
2013-02-14T13:36:12.173Z,0.45188
2013-02-14T13:36:23.029Z,0.28396
2013-02-14T13:36:33.885Z,0.32176
2013-02-14T13:36:44.740Z,0.27261
2013-02-14T13:36:55.596Z,0.47201
2013-02-14T13:37:06.452Z,0.70708
2013-02-14T13:37:17.308Z,0.97455
2013-02-14T13:37:28.163Z,0.72342
2013-02-14T13:37:39.019Z,0.51569
2013-02-14T13:37:49.875Z,0.65952
2013-02-14T13:38:00.731Z,0.33975
2013-02-14T13:38:11.586Z,0.48044
2013-02-14T13:38:22.442Z,0.70365
2013-02-14T13:38:33.298Z,0.86570
2013-02-14T13:38:44.153Z,0.46608
2013-02-14T13:38:55.009Z,0.82229
2013-02-14T13:39:05.865Z,0.57611
2013-02-14T13:39:16.721Z,0.56707
2013-02-14T13:39:27.576Z,0.57417
2013-02-14T13:39:38.432Z,0.52464
2013-02-14T13:39:49.288Z,0.38530
2013-02-14T13:40:00.143Z,0.48648
2013-02-14T13:40:10.999Z,0.59630
2013-02-14T13:40:21.855Z,0.67398
2013-02-14T13:40:32.711Z,0.64480
2013-02-14T13:40:43.566Z,0.41067
2013-02-14T13:40:54.422Z,0.39653
2013-02-14T13:41:05.278Z,1.0234
2013-02-14T13:41:16.134Z,0.63257
2013-02-14T13:41:26.989Z,0.51683
2013-02-14T13:41:37.845Z,0.74450
2013-02-14T13:41:48.701Z,0.66600
2013-02-14T13:41:59.556Z,0.86389
2013-02-14T13:42:10.412Z,0.26999
2013-02-14T13:42:21.268Z,0.63443
2013-02-14T13:42:32.124Z,0.94663
2013-02-14T13:42:42.979Z,0.55814
2013-02-14T13:42:53.835Z,0.60173
2013-02-14T13:43:04.691Z,0.91350
2013-02-14T13:43:15.546Z,0.72151
2013-02-14T13:43:26.402Z,0.65315
2013-02-14T13:43:37.258Z,0.33447
2013-02-14T13:43:48.114Z,0.95903
2013-02-14T13:43:58.969Z,0.56390
2013-02-14T13:44:09.825Z,0.51693
2013-02-14T13:44:20.681Z,0.57549
2013-02-14T13:44:31.537Z,1.1579
2013-02-14T13:44:42.392Z,0.67462
2013-02-14T13:44:53.248Z,0.77767
2013-02-14T13:45:04.104Z,0.98064
2013-02-14T13:45:14.959Z,0.44089
2013-02-14T13:45:25.815Z,0.64758
2013-02-14T13:45:36.671Z,0.41228
2013-02-14T13:45:47.527Z,0.93363
2013-02-14T13:45:58.382Z,0.49784
2013-02-14T13:46:09.238Z,1.0454
2013-02-14T13:46:20.094Z,0.70209
2013-02-14T13:46:30.949Z,0.75061
2013-02-14T13:46:41.805Z,0.50152
2013-02-14T13:46:52.661Z,0.56969
2013-02-14T13:47:03.517Z,0.78714
2013-02-14T13:47:14.372Z,0.62737
2013-02-14T13:47:25.228Z,0.77420
2013-02-14T13:47:36.084Z,0.41809
2013-02-14T13:47:46.940Z,0.58811
2013-02-14T13:47:57.795Z,0.61042
2013-02-14T13:48:08.651Z,0.94149
2013-02-14T13:48:19.507Z,0.77274
2013-02-14T13:48:30.362Z,0.61438
2013-02-14T13:48:41.218Z,0.54390
2013-02-14T13:48:52.074Z,0.55604
2013-02-14T13:49:02.930Z,1.0162
2013-02-14T13:49:13.785Z,1.2624
2013-02-14T13:49:24.641Z,1.0741
2013-02-14T13:49:35.497Z,0.72594
2013-02-14T13:49:46.353Z,0.57301
2013-02-14T13:49:57.208Z,0.52170
2013-02-14T13:50:08.064Z,0.86443
2013-02-14T13:50:18.920Z,0.96641
2013-02-14T13:50:29.775Z,0.64955
2013-02-14T13:50:40.631Z,0.78640
2013-02-14T13:50:51.487Z,0.80628
2013-02-14T13:51:02.343Z,0.69062
2013-02-14T13:51:13.198Z,0.57532
2013-02-14T13:51:24.054Z,0.43537
2013-02-14T13:51:34.910Z,0.47776
2013-02-14T13:51:45.765Z,0.75231
2013-02-14T13:51:56.621Z,0.60590
2013-02-14T13:52:07.477Z,0.86921
2013-02-14T13:52:18.333Z,0.57524
2013-02-14T13:52:29.188Z,0.72879
2013-02-14T13:52:40.044Z,0.79514
2013-02-14T13:52:50.900Z,0.56759
2013-02-14T13:53:01.756Z,0.52918
2013-02-14T13:53:12.611Z,0.76129
2013-02-14T13:53:23.467Z,0.52255
2013-02-14T13:53:34.323Z,0.96590
2013-02-14T13:53:45.178Z,0.60100
2013-02-14T13:53:56.034Z,0.67615
2013-02-14T13:54:06.890Z,0.79702
2013-02-14T13:54:17.746Z,0.81968
2013-02-14T13:54:28.601Z,0.39512
2013-02-14T13:54:39.457Z,0.93732
2013-02-14T13:54:50.313Z,0.70479
2013-02-14T13:55:01.168Z,0.66290
2013-02-14T13:55:12.024Z,0.80172
2013-02-14T13:55:22.880Z,0.68885
2013-02-14T13:55:33.736Z,0.50009
2013-02-14T13:55:44.591Z,0.69913
2013-02-14T13:55:55.447Z,0.61837
2013-02-14T13:56:06.303Z,0.62210
2013-02-14T13:56:17.159Z,0.74195
2013-02-14T13:56:28.014Z,0.83416
2013-02-14T13:56:38.870Z,1.1761
2013-02-14T13:56:49.726Z,0.59572
2013-02-14T13:57:00.581Z,0.74719
2013-02-14T13:57:11.437Z,0.49944
2013-02-14T13:57:22.293Z,0.82150
2013-02-14T13:57:33.149Z,0.65708
2013-02-14T13:57:44.004Z,0.56957
2013-02-14T13:57:54.860Z,0.67060
2013-02-14T13:58:05.716Z,1.0797
2013-02-14T13:58:16.572Z,0.51781
2013-02-14T13:58:27.427Z,0.66100
2013-02-14T13:58:38.283Z,0.70557
2013-02-14T13:58:49.139Z,0.32962
2013-02-14T13:58:59.994Z,0.76536
2013-02-14T13:59:10.850Z,0.93575
2013-02-14T13:59:21.706Z,0.72423
2013-02-14T13:59:32.562Z,0.65437
2013-02-14T13:59:43.417Z,0.65241
2013-02-14T13:59:54.273Z,0.83568
2013-02-14T14:00:05.129Z,0.76107
2013-02-14T14:00:15.984Z,1.0828
2013-02-14T14:00:26.840Z,0.72042
2013-02-14T14:00:37.696Z,0.81954
2013-02-14T14:00:48.552Z,0.66043
2013-02-14T14:00:59.407Z,1.0409
2013-02-14T14:01:10.263Z,0.82494
2013-02-14T14:01:21.119Z,0.83458
2013-02-14T14:01:31.975Z,0.65535
2013-02-14T14:01:42.830Z,0.79180
2013-02-14T14:01:53.686Z,0.93640
2013-02-14T14:02:04.542Z,0.99752
2013-02-14T14:02:15.397Z,0.98786
2013-02-14T14:02:26.253Z,1.0809
2013-02-14T14:02:37.109Z,0.83594
2013-02-14T14:02:47.965Z,0.75921
2013-02-14T14:02:58.820Z,0.91649
2013-02-14T14:03:09.676Z,0.84024
2013-02-14T14:03:20.532Z,0.72105
2013-02-14T14:03:31.387Z,0.66667
2013-02-14T14:03:42.243Z,1.0595
2013-02-14T14:03:53.099Z,0.77290
2013-02-14T14:04:03.955Z,0.81511
2013-02-14T14:04:14.810Z,1.0837
2013-02-14T14:04:25.666Z,0.87693
2013-02-14T14:04:36.522Z,0.86527
2013-02-14T14:04:47.378Z,0.92304
2013-02-14T14:04:58.233Z,0.63445
2013-02-14T14:05:09.089Z,0.82307
2013-02-14T14:05:19.945Z,0.86306
2013-02-14T14:05:30.800Z,1.1328
2013-02-14T14:05:41.656Z,0.61054
2013-02-14T14:05:52.512Z,0.48077
2013-02-14T14:06:03.368Z,0.84733
2013-02-14T14:06:14.223Z,1.3274
2013-02-14T14:06:25.079Z,0.90566
2013-02-14T14:06:35.935Z,0.74429
2013-02-14T14:06:46.790Z,1.0172
2013-02-14T14:06:57.646Z,0.75257
2013-02-14T14:07:08.502Z,0.82994
2013-02-14T14:07:19.358Z,0.88320
2013-02-14T14:07:30.213Z,0.97266
2013-02-14T14:07:41.069Z,1.1769
2013-02-14T14:07:51.925Z,0.72345
2013-02-14T14:08:02.781Z,1.0552
2013-02-14T14:08:13.636Z,1.0723
2013-02-14T14:08:24.492Z,0.89116
2013-02-14T14:08:35.348Z,0.91216
2013-02-14T14:08:46.203Z,0.81098
2013-02-14T14:08:57.059Z,0.91846
2013-02-14T14:09:07.915Z,0.97697
2013-02-14T14:09:18.770Z,0.97235
2013-02-14T14:09:29.626Z,1.1836
2013-02-14T14:09:40.482Z,0.84644
2013-02-14T14:09:51.338Z,0.92314
2013-02-14T14:10:02.193Z,0.96587
2013-02-14T14:10:13.048Z,0.93411
2013-02-14T14:10:23.904Z,1.1793
2013-02-14T14:10:34.760Z,1.0164
2013-02-14T14:10:45.615Z,0.93308
2013-02-14T14:10:56.471Z,1.3225
2013-02-14T14:11:07.327Z,1.1849
2013-02-14T14:11:18.183Z,1.1566
2013-02-14T14:11:29.038Z,1.0964
2013-02-14T14:11:39.894Z,0.84590
2013-02-14T14:11:50.750Z,1.0371
2013-02-14T14:12:01.606Z,0.78889
2013-02-14T14:12:12.461Z,0.86059
2013-02-14T14:12:23.317Z,0.98827
2013-02-14T14:12:34.173Z,1.2537
2013-02-14T14:12:45.028Z,1.2435
2013-02-14T14:12:55.884Z,1.2571
2013-02-14T14:13:06.740Z,0.86899
2013-02-14T14:13:17.596Z,1.3232
2013-02-14T14:13:28.451Z,1.1159
2013-02-14T14:13:39.307Z,1.0322
2013-02-14T14:13:50.163Z,1.0979
2013-02-14T14:14:01.019Z,0.62300
2013-02-14T14:14:11.874Z,0.97609
2013-02-14T14:14:22.730Z,1.2192
2013-02-14T14:14:33.586Z,0.93870
2013-02-14T14:14:44.441Z,1.1257
2013-02-14T14:14:55.297Z,1.4255
2013-02-14T14:15:06.153Z,0.92825
2013-02-14T14:15:17.008Z,1.1234
2013-02-14T14:15:27.864Z,1.0182
2013-02-14T14:15:38.720Z,1.0875
2013-02-14T14:15:49.576Z,1.1740
2013-02-14T14:16:00.431Z,1.2087
2013-02-14T14:16:11.287Z,1.1280
2013-02-14T14:16:22.143Z,1.0381
2013-02-14T14:16:32.998Z,1.0199
2013-02-14T14:16:43.854Z,0.88237
2013-02-14T14:16:54.710Z,0.98255
2013-02-14T14:17:05.566Z,1.0166
2013-02-14T14:17:16.421Z,1.2313
2013-02-14T14:17:27.277Z,1.0877
2013-02-14T14:17:38.133Z,1.1728
2013-02-14T14:17:48.989Z,1.4154
2013-02-14T14:17:59.844Z,1.1343
2013-02-14T14:18:10.700Z,1.1559
2013-02-14T14:18:21.556Z,1.1036
2013-02-14T14:18:32.411Z,1.0563
2013-02-14T14:18:43.267Z,1.4847
2013-02-14T14:18:54.123Z,1.1263
2013-02-14T14:19:04.978Z,1.0065
2013-02-14T14:19:15.834Z,1.0359
2013-02-14T14:19:26.690Z,1.2474
2013-02-14T14:19:37.546Z,0.99785
2013-02-14T14:19:48.401Z,1.1369
2013-02-14T14:19:59.257Z,0.98677
2013-02-14T14:20:10.113Z,1.1575
2013-02-14T14:20:20.968Z,1.1289
2013-02-14T14:20:31.824Z,1.1725
2013-02-14T14:20:42.680Z,1.2250
2013-02-14T14:20:53.536Z,1.1270
2013-02-14T14:21:04.391Z,1.2256
2013-02-14T14:21:15.247Z,1.2194
2013-02-14T14:21:26.103Z,1.1966
2013-02-14T14:21:36.959Z,1.2024
2013-02-14T14:21:47.814Z,1.1013
2013-02-14T14:21:58.670Z,1.2901
2013-02-14T14:22:09.526Z,1.3414
2013-02-14T14:22:20.381Z,1.4153
2013-02-14T14:22:31.237Z,1.5044
2013-02-14T14:22:42.093Z,1.6863
2013-02-14T14:22:52.949Z,1.1362
2013-02-14T14:23:03.804Z,1.2702
2013-02-14T14:23:14.660Z,1.5495
2013-02-14T14:23:25.516Z,1.3402
2013-02-14T14:23:36.371Z,1.4878
2013-02-14T14:23:47.227Z,1.0870
2013-02-14T14:23:58.083Z,1.4097
2013-02-14T14:24:08.938Z,1.4082
2013-02-14T14:24:19.794Z,1.5613
2013-02-14T14:24:30.650Z,1.1666
2013-02-14T14:24:41.506Z,1.0289
2013-02-14T14:24:52.361Z,1.4675
2013-02-14T14:25:03.217Z,1.1479
2013-02-14T14:25:14.073Z,1.1321
2013-02-14T14:25:24.929Z,1.0943
2013-02-14T14:25:35.784Z,1.4148
2013-02-14T14:25:46.640Z,1.1819
2013-02-14T14:25:57.496Z,1.2882
2013-02-14T14:26:08.351Z,1.2202
2013-02-14T14:26:19.207Z,1.3477
2013-02-14T14:26:30.063Z,1.5127
2013-02-14T14:26:40.919Z,1.4071
2013-02-14T14:26:51.774Z,1.0651
2013-02-14T14:27:02.630Z,1.4579
2013-02-14T14:27:13.486Z,1.3284
2013-02-14T14:27:24.342Z,1.7914
2013-02-14T14:27:35.197Z,1.4070
2013-02-14T14:27:46.053Z,1.1815
2013-02-14T14:27:56.909Z,1.6783
2013-02-14T14:28:07.764Z,1.5867
2013-02-14T14:28:18.620Z,1.4074
2013-02-14T14:28:29.476Z,1.4850
2013-02-14T14:28:40.331Z,1.3228
2013-02-14T14:28:51.187Z,1.6649
2013-02-14T14:29:02.043Z,1.3181
2013-02-14T14:29:12.899Z,1.4806
2013-02-14T14:29:23.754Z,1.2477
2013-02-14T14:29:34.610Z,1.5087
2013-02-14T14:29:45.466Z,1.4598
2013-02-14T14:29:56.321Z,1.3590
2013-02-14T14:30:07.177Z,1.5402
2013-02-14T14:30:18.033Z,1.1987
2013-02-14T14:30:28.889Z,0.99678
2013-02-14T14:30:39.744Z,1.2172
2013-02-14T14:30:50.600Z,1.1225
2013-02-14T14:31:01.456Z,1.0707
2013-02-14T14:31:12.312Z,1.0585
2013-02-14T14:31:23.167Z,1.6470
2013-02-14T14:31:34.023Z,1.0555
2013-02-14T14:31:44.879Z,1.4310
2013-02-14T14:31:55.734Z,1.3444
2013-02-14T14:32:06.590Z,1.3789
2013-02-14T14:32:17.446Z,1.6915
2013-02-14T14:32:28.301Z,1.5363
2013-02-14T14:32:39.157Z,1.5265
2013-02-14T14:32:50.013Z,1.5006
2013-02-14T14:33:00.869Z,1.5648
2013-02-14T14:33:11.724Z,1.6795
2013-02-14T14:33:22.580Z,1.6069
2013-02-14T14:33:33.436Z,1.2524
2013-02-14T14:33:44.291Z,1.5875
2013-02-14T14:33:55.147Z,1.3903
2013-02-14T14:34:06.003Z,1.7027
2013-02-14T14:34:16.858Z,1.8252
2013-02-14T14:34:27.714Z,1.5597
2013-02-14T14:34:38.570Z,1.7557
2013-02-14T14:34:49.426Z,1.0972
2013-02-14T14:35:00.281Z,1.5371
2013-02-14T14:35:11.137Z,1.3655
2013-02-14T14:35:21.993Z,1.2511
2013-02-14T14:35:32.849Z,1.4628
2013-02-14T14:35:43.704Z,1.5759
2013-02-14T14:35:54.560Z,1.2100
2013-02-14T14:36:05.416Z,1.4115
2013-02-14T14:36:16.271Z,1.5103
2013-02-14T14:36:27.127Z,1.5886
2013-02-14T14:36:37.983Z,1.5254
2013-02-14T14:36:48.839Z,1.3711
2013-02-14T14:36:59.694Z,1.1184
2013-02-14T14:37:10.550Z,1.6919
2013-02-14T14:37:21.406Z,1.3912
2013-02-14T14:37:32.262Z,1.2661
2013-02-14T14:37:43.117Z,1.4576
2013-02-14T14:37:53.973Z,1.7599
2013-02-14T14:38:04.829Z,1.8048
2013-02-14T14:38:15.684Z,1.5222
2013-02-14T14:38:26.540Z,1.6537
2013-02-14T14:38:37.396Z,1.6034
2013-02-14T14:38:48.251Z,1.6447
2013-02-14T14:38:59.107Z,1.7311
2013-02-14T14:39:09.963Z,1.6508
2013-02-14T14:39:20.819Z,1.7691
2013-02-14T14:39:31.674Z,1.4990
2013-02-14T14:39:42.530Z,1.3527
2013-02-14T14:39:53.386Z,1.6105
2013-02-14T14:40:04.241Z,1.4998
2013-02-14T14:40:15.097Z,1.4906
2013-02-14T14:40:25.953Z,1.6931
2013-02-14T14:40:36.809Z,1.7139
2013-02-14T14:40:47.664Z,1.6589
2013-02-14T14:40:58.520Z,1.7334
2013-02-14T14:41:09.376Z,1.6421
2013-02-14T14:41:20.231Z,1.6020
2013-02-14T14:41:31.087Z,1.9004
2013-02-14T14:41:41.943Z,1.4426
2013-02-14T14:41:52.799Z,1.2930
2013-02-14T14:42:03.654Z,1.6293
2013-02-14T14:42:14.510Z,1.0820
2013-02-14T14:42:25.366Z,1.3776
2013-02-14T14:42:36.221Z,1.9666
2013-02-14T14:42:47.077Z,1.6430
2013-02-14T14:42:57.933Z,1.6260
2013-02-14T14:43:08.789Z,2.3089
2013-02-14T14:43:19.644Z,1.7091
2013-02-14T14:43:30.500Z,1.6479
2013-02-14T14:43:41.356Z,1.9144
2013-02-14T14:43:52.211Z,1.5550
2013-02-14T14:44:03.067Z,1.6274
2013-02-14T14:44:13.923Z,2.0186
2013-02-14T14:44:24.778Z,1.7916
2013-02-14T14:44:35.634Z,1.6167
2013-02-14T14:44:46.490Z,1.6240
2013-02-14T14:44:57.346Z,1.8294
2013-02-14T14:45:08.201Z,1.8154
2013-02-14T14:45:19.057Z,1.8017
2013-02-14T14:45:29.913Z,2.1266
2013-02-14T14:45:40.769Z,1.5487
2013-02-14T14:45:51.624Z,2.2886
2013-02-14T14:46:02.480Z,1.7852
2013-02-14T14:46:13.336Z,2.0464
2013-02-14T14:46:24.191Z,1.5674
2013-02-14T14:46:35.047Z,1.8472
2013-02-14T14:46:45.903Z,1.7608
2013-02-14T14:46:56.759Z,1.3747
2013-02-14T14:47:07.614Z,1.6193
2013-02-14T14:47:18.470Z,1.8175
2013-02-14T14:47:29.326Z,1.5231
2013-02-14T14:47:40.181Z,1.6867
2013-02-14T14:47:51.037Z,1.7635
2013-02-14T14:48:01.893Z,1.5517
2013-02-14T14:48:12.749Z,1.4979
2013-02-14T14:48:23.604Z,1.9626
2013-02-14T14:48:34.460Z,1.5595
2013-02-14T14:48:45.316Z,1.9200
2013-02-14T14:48:56.171Z,1.7035
2013-02-14T14:49:07.027Z,1.8560
2013-02-14T14:49:17.883Z,1.8726
2013-02-14T14:49:28.738Z,1.8543
2013-02-14T14:49:39.594Z,1.9442
2013-02-14T14:49:50.450Z,1.5229
2013-02-14T14:50:01.306Z,1.8627
2013-02-14T14:50:12.161Z,1.8834
2013-02-14T14:50:23.017Z,1.8284
2013-02-14T14:50:33.873Z,1.7604
2013-02-14T14:50:44.728Z,1.6659
2013-02-14T14:50:55.584Z,1.8163
2013-02-14T14:51:06.440Z,1.6652
2013-02-14T14:51:17.296Z,2.0695
2013-02-14T14:51:28.151Z,2.0448
2013-02-14T14:51:39.007Z,2.1157
2013-02-14T14:51:49.863Z,1.7023
2013-02-14T14:52:00.719Z,2.0658
2013-02-14T14:52:11.574Z,1.9852
2013-02-14T14:52:22.430Z,1.7879
2013-02-14T14:52:33.286Z,1.9008
2013-02-14T14:52:44.141Z,1.8707
2013-02-14T14:52:54.997Z,1.7750
2013-02-14T14:53:05.853Z,1.9814
2013-02-14T14:53:16.708Z,1.9611
2013-02-14T14:53:27.564Z,1.7184
2013-02-14T14:53:38.420Z,1.3091
2013-02-14T14:53:49.276Z,1.8510
2013-02-14T14:54:00.131Z,1.6590
2013-02-14T14:54:10.987Z,1.5195
2013-02-14T14:54:21.843Z,1.7667
2013-02-14T14:54:32.698Z,1.7141
2013-02-14T14:54:43.554Z,2.1592
2013-02-14T14:54:54.410Z,2.0369
2013-02-14T14:55:05.266Z,1.9894
2013-02-14T14:55:16.121Z,1.9309
2013-02-14T14:55:26.977Z,1.7530
2013-02-14T14:55:37.833Z,2.1377
2013-02-14T14:55:48.688Z,1.7453
2013-02-14T14:55:59.544Z,1.6231
2013-02-14T14:56:10.400Z,1.7724
2013-02-14T14:56:21.256Z,1.9155
2013-02-14T14:56:32.111Z,1.6916
2013-02-14T14:56:42.967Z,1.7316
2013-02-14T14:56:53.823Z,2.3551
2013-02-14T14:57:04.678Z,1.8012
2013-02-14T14:57:15.534Z,1.7276
2013-02-14T14:57:26.390Z,1.8633
2013-02-14T14:57:37.246Z,2.2046
2013-02-14T14:57:48.101Z,2.1426
2013-02-14T14:57:58.957Z,2.1164
2013-02-14T14:58:09.813Z,2.1446
2013-02-14T14:58:20.668Z,2.1103
