"Epoch (UTC)",""
2013-02-14T04:33:35.100Z,NaN
2013-02-14T04:33:45.956Z,NaN
2013-02-14T04:33:56.812Z,NaN
2013-02-14T04:34:07.667Z,NaN
2013-02-14T04:34:18.523Z,NaN
2013-02-14T04:34:29.379Z,NaN
2013-02-14T04:34:40.234Z,NaN
2013-02-14T04:34:51.090Z,NaN
2013-02-14T04:35:01.946Z,NaN
2013-02-14T04:35:12.801Z,NaN
2013-02-14T04:35:23.657Z,NaN
2013-02-14T04:35:34.513Z,NaN
2013-02-14T04:35:45.368Z,NaN
2013-02-14T04:35:56.224Z,NaN
2013-02-14T04:36:07.080Z,NaN
2013-02-14T04:36:17.935Z,NaN
2013-02-14T04:36:28.791Z,NaN
2013-02-14T04:36:39.647Z,NaN
2013-02-14T04:36:50.502Z,NaN
2013-02-14T04:37:01.358Z,NaN
2013-02-14T04:37:12.214Z,NaN
2013-02-14T04:37:23.069Z,NaN
2013-02-14T04:37:33.925Z,NaN
2013-02-14T04:37:44.781Z,NaN
2013-02-14T04:37:55.636Z,NaN
2013-02-14T04:38:06.492Z,NaN
2013-02-14T04:38:17.348Z,NaN
2013-02-14T04:38:28.203Z,NaN
2013-02-14T04:38:39.059Z,NaN
2013-02-14T04:38:49.915Z,NaN
2013-02-14T04:39:00.770Z,NaN
2013-02-14T04:39:11.626Z,NaN
2013-02-14T04:39:22.482Z,NaN
2013-02-14T04:39:33.337Z,NaN
2013-02-14T04:39:44.193Z,NaN
2013-02-14T04:39:55.049Z,NaN
2013-02-14T04:40:05.904Z,NaN
2013-02-14T04:40:16.760Z,NaN
2013-02-14T04:40:27.616Z,NaN
2013-02-14T04:40:38.471Z,NaN
2013-02-14T04:40:49.327Z,NaN
2013-02-14T04:41:00.183Z,NaN
2013-02-14T04:41:11.038Z,NaN
2013-02-14T04:41:21.894Z,NaN
2013-02-14T04:41:32.750Z,0.041480
2013-02-14T04:41:43.605Z,NaN
2013-02-14T04:41:54.461Z,NaN
2013-02-14T04:42:05.317Z,NaN
2013-02-14T04:42:16.172Z,NaN
2013-02-14T04:42:27.028Z,NaN
2013-02-14T04:42:37.884Z,NaN
2013-02-14T04:42:48.739Z,NaN
2013-02-14T04:42:59.595Z,NaN
2013-02-14T04:43:10.451Z,NaN
2013-02-14T04:43:21.306Z,NaN
2013-02-14T04:43:32.162Z,NaN
2013-02-14T04:43:43.018Z,NaN
2013-02-14T04:43:53.873Z,NaN
2013-02-14T04:44:04.729Z,NaN
2013-02-14T04:44:15.585Z,NaN
2013-02-14T04:44:26.440Z,NaN
2013-02-14T04:44:37.296Z,NaN
2013-02-14T04:44:48.152Z,NaN
2013-02-14T04:44:59.007Z,NaN
2013-02-14T04:45:09.863Z,NaN
2013-02-14T04:45:20.719Z,NaN
2013-02-14T04:45:31.574Z,NaN
2013-02-14T04:45:42.430Z,NaN
2013-02-14T04:45:53.286Z,NaN
2013-02-14T04:46:04.141Z,NaN
2013-02-14T04:46:14.997Z,NaN
2013-02-14T04:46:25.853Z,NaN
2013-02-14T04:46:36.708Z,NaN
2013-02-14T04:46:47.564Z,NaN
2013-02-14T04:46:58.420Z,NaN
2013-02-14T04:47:09.276Z,NaN
2013-02-14T04:47:20.131Z,NaN
2013-02-14T04:47:30.987Z,NaN
2013-02-14T04:47:41.842Z,NaN
2013-02-14T04:47:52.698Z,NaN
2013-02-14T04:48:03.554Z,NaN
2013-02-14T04:48:14.410Z,NaN
2013-02-14T04:48:25.266Z,NaN
2013-02-14T04:48:36.121Z,NaN
2013-02-14T04:48:46.976Z,NaN
2013-02-14T04:48:57.832Z,NaN
2013-02-14T04:49:08.688Z,NaN
2013-02-14T04:49:19.544Z,NaN
2013-02-14T04:49:30.399Z,NaN
2013-02-14T04:49:41.255Z,NaN
2013-02-14T04:49:52.110Z,NaN
2013-02-14T04:50:02.966Z,NaN
2013-02-14T04:50:13.822Z,NaN
2013-02-14T04:50:24.678Z,NaN
2013-02-14T04:50:35.533Z,NaN
2013-02-14T04:50:46.389Z,NaN
2013-02-14T04:50:57.244Z,NaN
2013-02-14T04:51:08.100Z,NaN
2013-02-14T04:51:18.956Z,NaN
2013-02-14T04:51:29.812Z,NaN
2013-02-14T04:51:40.667Z,NaN
2013-02-14T04:51:51.523Z,NaN
2013-02-14T04:52:02.379Z,NaN
2013-02-14T04:52:13.234Z,NaN
2013-02-14T04:52:24.090Z,NaN
2013-02-14T04:52:34.946Z,NaN
2013-02-14T04:52:45.801Z,NaN
2013-02-14T04:52:56.657Z,NaN
2013-02-14T04:53:07.513Z,NaN
2013-02-14T04:53:18.368Z,NaN
2013-02-14T04:53:29.224Z,NaN
2013-02-14T04:53:40.080Z,NaN
2013-02-14T04:53:50.935Z,NaN
2013-02-14T04:54:01.791Z,NaN
2013-02-14T04:54:12.647Z,NaN
2013-02-14T04:54:23.502Z,NaN
2013-02-14T04:54:34.358Z,NaN
2013-02-14T04:54:45.214Z,NaN
2013-02-14T04:54:56.069Z,NaN
2013-02-14T04:55:06.925Z,NaN
2013-02-14T04:55:17.781Z,NaN
2013-02-14T04:55:28.636Z,NaN
2013-02-14T04:55:39.492Z,NaN
2013-02-14T04:55:50.348Z,NaN
2013-02-14T04:56:01.203Z,NaN
2013-02-14T04:56:12.059Z,NaN
2013-02-14T04:56:22.915Z,NaN
2013-02-14T04:56:33.770Z,NaN
2013-02-14T04:56:44.626Z,NaN
2013-02-14T04:56:55.481Z,NaN
2013-02-14T04:57:06.337Z,NaN
2013-02-14T04:57:17.193Z,NaN
2013-02-14T04:57:28.049Z,NaN
2013-02-14T04:57:38.904Z,NaN
2013-02-14T04:57:49.760Z,NaN
2013-02-14T04:58:00.616Z,NaN
2013-02-14T04:58:11.471Z,NaN
2013-02-14T04:58:22.327Z,NaN
2013-02-14T04:58:33.183Z,NaN
2013-02-14T04:58:44.038Z,NaN
2013-02-14T04:58:54.894Z,NaN
2013-02-14T04:59:05.750Z,NaN
2013-02-14T04:59:16.605Z,NaN
2013-02-14T04:59:27.461Z,NaN
2013-02-14T04:59:38.317Z,NaN
2013-02-14T04:59:49.172Z,NaN
2013-02-14T05:00:00.028Z,NaN
2013-02-14T05:00:10.883Z,NaN
2013-02-14T05:00:21.739Z,NaN
2013-02-14T05:00:32.595Z,NaN
2013-02-14T05:00:43.450Z,NaN
2013-02-14T05:00:54.306Z,NaN
2013-02-14T05:01:05.162Z,NaN
2013-02-14T05:01:16.017Z,NaN
2013-02-14T05:01:26.873Z,NaN
2013-02-14T05:01:37.729Z,NaN
2013-02-14T05:01:48.584Z,NaN
2013-02-14T05:01:59.440Z,NaN
2013-02-14T05:02:10.296Z,NaN
2013-02-14T05:02:21.151Z,NaN
2013-02-14T05:02:32.007Z,NaN
2013-02-14T05:02:42.863Z,NaN
2013-02-14T05:02:53.718Z,NaN
2013-02-14T05:03:04.574Z,NaN
2013-02-14T05:03:15.430Z,NaN
2013-02-14T05:03:26.285Z,NaN
2013-02-14T05:03:37.141Z,NaN
2013-02-14T05:03:47.997Z,NaN
2013-02-14T05:03:58.852Z,NaN
2013-02-14T05:04:09.708Z,NaN
2013-02-14T05:04:20.564Z,NaN
2013-02-14T05:04:31.419Z,NaN
2013-02-14T05:04:42.275Z,NaN
2013-02-14T05:04:53.131Z,NaN
2013-02-14T05:05:03.986Z,NaN
2013-02-14T05:05:14.842Z,NaN
2013-02-14T05:05:25.698Z,NaN
2013-02-14T05:05:36.553Z,NaN
2013-02-14T05:05:47.409Z,NaN
2013-02-14T05:05:58.265Z,NaN
2013-02-14T05:06:09.120Z,NaN
2013-02-14T05:06:19.976Z,NaN
2013-02-14T05:06:30.832Z,NaN
2013-02-14T05:06:41.687Z,NaN
2013-02-14T05:06:52.543Z,NaN
2013-02-14T05:07:03.399Z,NaN
2013-02-14T05:07:14.254Z,NaN
2013-02-14T05:07:25.110Z,NaN
2013-02-14T05:07:35.966Z,NaN
2013-02-14T05:07:46.821Z,NaN
2013-02-14T05:07:57.677Z,NaN
2013-02-14T05:08:08.533Z,NaN
2013-02-14T05:08:19.388Z,NaN
2013-02-14T05:08:30.244Z,NaN
2013-02-14T05:08:41.100Z,NaN
2013-02-14T05:08:51.955Z,NaN
2013-02-14T05:09:02.811Z,NaN
2013-02-14T05:09:13.667Z,NaN
2013-02-14T05:09:24.522Z,NaN
2013-02-14T05:09:35.378Z,NaN
2013-02-14T05:09:46.234Z,NaN
2013-02-14T05:09:57.089Z,NaN
2013-02-14T05:10:07.945Z,NaN
2013-02-14T05:10:18.801Z,NaN
2013-02-14T05:10:29.656Z,NaN
2013-02-14T05:10:40.512Z,NaN
2013-02-14T05:10:51.368Z,NaN
2013-02-14T05:11:02.223Z,NaN
2013-02-14T05:11:13.079Z,NaN
2013-02-14T05:11:23.934Z,NaN
2013-02-14T05:11:34.790Z,NaN
2013-02-14T05:11:45.646Z,NaN
2013-02-14T05:11:56.501Z,NaN
2013-02-14T05:12:07.357Z,NaN
2013-02-14T05:12:18.213Z,NaN
2013-02-14T05:12:29.068Z,NaN
2013-02-14T05:12:39.924Z,NaN
2013-02-14T05:12:50.780Z,NaN
2013-02-14T05:13:01.635Z,NaN
2013-02-14T05:13:12.491Z,NaN
2013-02-14T05:13:23.347Z,NaN
2013-02-14T05:13:34.202Z,NaN
2013-02-14T05:13:45.058Z,NaN
2013-02-14T05:13:55.914Z,NaN
2013-02-14T05:14:06.769Z,0.017289
2013-02-14T05:14:17.625Z,NaN
2013-02-14T05:14:28.481Z,NaN
2013-02-14T05:14:39.336Z,NaN
2013-02-14T05:14:50.192Z,NaN
2013-02-14T05:15:01.048Z,NaN
2013-02-14T05:15:11.903Z,NaN
2013-02-14T05:15:22.759Z,NaN
2013-02-14T05:15:33.615Z,NaN
2013-02-14T05:15:44.470Z,NaN
2013-02-14T05:15:55.326Z,NaN
2013-02-14T05:16:06.182Z,NaN
2013-02-14T05:16:17.037Z,NaN
2013-02-14T05:16:27.893Z,NaN
2013-02-14T05:16:38.749Z,NaN
2013-02-14T05:16:49.604Z,NaN
2013-02-14T05:17:00.460Z,NaN
2013-02-14T05:17:11.316Z,NaN
2013-02-14T05:17:22.171Z,NaN
2013-02-14T05:17:33.027Z,NaN
2013-02-14T05:17:43.883Z,NaN
2013-02-14T05:17:54.738Z,NaN
2013-02-14T05:18:05.594Z,NaN
2013-02-14T05:18:16.450Z,NaN
2013-02-14T05:18:27.305Z,NaN
2013-02-14T05:18:38.161Z,NaN
2013-02-14T05:18:49.017Z,NaN
2013-02-14T05:18:59.872Z,NaN
2013-02-14T05:19:10.728Z,NaN
2013-02-14T05:19:21.584Z,NaN
2013-02-14T05:19:32.439Z,NaN
2013-02-14T05:19:43.295Z,NaN
2013-02-14T05:19:54.151Z,NaN
2013-02-14T05:20:05.006Z,NaN
2013-02-14T05:20:15.862Z,NaN
2013-02-14T05:20:26.718Z,NaN
2013-02-14T05:20:37.573Z,NaN
2013-02-14T05:20:48.429Z,NaN
2013-02-14T05:20:59.284Z,NaN
2013-02-14T05:21:10.140Z,NaN
2013-02-14T05:21:20.996Z,NaN
2013-02-14T05:21:31.851Z,NaN
2013-02-14T05:21:42.707Z,NaN
2013-02-14T05:21:53.563Z,NaN
2013-02-14T05:22:04.418Z,NaN
2013-02-14T05:22:15.274Z,NaN
2013-02-14T05:22:26.130Z,NaN
2013-02-14T05:22:36.985Z,NaN
2013-02-14T05:22:47.841Z,NaN
2013-02-14T05:22:58.697Z,NaN
2013-02-14T05:23:09.552Z,NaN
2013-02-14T05:23:20.408Z,NaN
2013-02-14T05:23:31.264Z,NaN
2013-02-14T05:23:42.119Z,NaN
2013-02-14T05:23:52.975Z,NaN
2013-02-14T05:24:03.831Z,NaN
2013-02-14T05:24:14.686Z,NaN
2013-02-14T05:24:25.542Z,NaN
2013-02-14T05:24:36.398Z,NaN
2013-02-14T05:24:47.253Z,NaN
2013-02-14T05:24:58.109Z,NaN
2013-02-14T05:25:08.965Z,NaN
2013-02-14T05:25:19.820Z,NaN
2013-02-14T05:25:30.676Z,NaN
2013-02-14T05:25:41.532Z,NaN
2013-02-14T05:25:52.387Z,NaN
2013-02-14T05:26:03.243Z,NaN
2013-02-14T05:26:14.099Z,NaN
2013-02-14T05:26:24.954Z,NaN
2013-02-14T05:26:35.809Z,NaN
2013-02-14T05:26:46.665Z,NaN
2013-02-14T05:26:57.521Z,NaN
2013-02-14T05:27:08.376Z,NaN
2013-02-14T05:27:19.232Z,NaN
2013-02-14T05:27:30.088Z,NaN
2013-02-14T05:27:40.943Z,NaN
2013-02-14T05:27:51.799Z,NaN
2013-02-14T05:28:02.655Z,NaN
2013-02-14T05:28:13.510Z,NaN
2013-02-14T05:28:24.366Z,NaN
2013-02-14T05:28:35.222Z,NaN
2013-02-14T05:28:46.077Z,NaN
2013-02-14T05:28:56.933Z,NaN
2013-02-14T05:29:07.789Z,NaN
2013-02-14T05:29:18.644Z,NaN
2013-02-14T05:29:29.500Z,NaN
2013-02-14T05:29:40.356Z,NaN
2013-02-14T05:29:51.211Z,NaN
2013-02-14T05:30:02.067Z,NaN
2013-02-14T05:30:12.923Z,NaN
2013-02-14T05:30:23.778Z,NaN
2013-02-14T05:30:34.634Z,NaN
2013-02-14T05:30:45.489Z,NaN
2013-02-14T05:30:56.345Z,NaN
2013-02-14T05:31:07.201Z,NaN
2013-02-14T05:31:18.056Z,NaN
2013-02-14T05:31:28.912Z,NaN
2013-02-14T05:31:39.768Z,NaN
2013-02-14T05:31:50.623Z,NaN
2013-02-14T05:32:01.479Z,NaN
2013-02-14T05:32:12.335Z,NaN
2013-02-14T05:32:23.190Z,NaN
2013-02-14T05:32:34.046Z,NaN
2013-02-14T05:32:44.902Z,NaN
2013-02-14T05:32:55.757Z,NaN
2013-02-14T05:33:06.613Z,NaN
2013-02-14T05:33:17.469Z,NaN
2013-02-14T05:33:28.324Z,NaN
2013-02-14T05:33:39.180Z,NaN
2013-02-14T05:33:50.036Z,NaN
2013-02-14T05:34:00.891Z,NaN
2013-02-14T05:34:11.747Z,NaN
2013-02-14T05:34:22.603Z,NaN
2013-02-14T05:34:33.458Z,NaN
2013-02-14T05:34:44.314Z,NaN
2013-02-14T05:34:55.170Z,NaN
2013-02-14T05:35:06.025Z,NaN
2013-02-14T05:35:16.881Z,NaN
2013-02-14T05:35:27.737Z,NaN
2013-02-14T05:35:38.592Z,NaN
2013-02-14T05:35:49.448Z,NaN
2013-02-14T05:36:00.304Z,NaN
2013-02-14T05:36:11.159Z,NaN
2013-02-14T05:36:22.015Z,NaN
2013-02-14T05:36:32.871Z,NaN
2013-02-14T05:36:43.726Z,NaN
2013-02-14T05:36:54.582Z,NaN
2013-02-14T05:37:05.438Z,NaN
2013-02-14T05:37:16.293Z,NaN
2013-02-14T05:37:27.149Z,NaN
2013-02-14T05:37:38.005Z,NaN
2013-02-14T05:37:48.860Z,NaN
2013-02-14T05:37:59.716Z,NaN
2013-02-14T05:38:10.572Z,NaN
2013-02-14T05:38:21.427Z,NaN
2013-02-14T05:38:32.283Z,NaN
2013-02-14T05:38:43.139Z,NaN
2013-02-14T05:38:53.994Z,NaN
2013-02-14T05:39:04.850Z,NaN
2013-02-14T05:39:15.706Z,NaN
2013-02-14T05:39:26.561Z,NaN
2013-02-14T05:39:37.417Z,NaN
2013-02-14T05:39:48.272Z,NaN
2013-02-14T05:39:59.128Z,NaN
2013-02-14T05:40:09.984Z,NaN
2013-02-14T05:40:20.839Z,NaN
2013-02-14T05:40:31.695Z,NaN
2013-02-14T05:40:42.551Z,NaN
2013-02-14T05:40:53.406Z,NaN
2013-02-14T05:41:04.262Z,NaN
2013-02-14T05:41:15.118Z,NaN
2013-02-14T05:41:25.973Z,NaN
2013-02-14T05:41:36.829Z,NaN
2013-02-14T05:41:47.685Z,NaN
2013-02-14T05:41:58.540Z,NaN
2013-02-14T05:42:09.396Z,NaN
2013-02-14T05:42:20.252Z,NaN
2013-02-14T05:42:31.107Z,NaN
2013-02-14T05:42:41.963Z,NaN
2013-02-14T05:42:52.819Z,NaN
2013-02-14T05:43:03.674Z,NaN
2013-02-14T05:43:14.530Z,NaN
2013-02-14T05:43:25.386Z,NaN
2013-02-14T05:43:36.241Z,NaN
2013-02-14T05:43:47.097Z,NaN
2013-02-14T05:43:57.953Z,NaN
2013-02-14T05:44:08.808Z,NaN
2013-02-14T05:44:19.664Z,NaN
2013-02-14T05:44:30.520Z,NaN
2013-02-14T05:44:41.375Z,NaN
2013-02-14T05:44:52.231Z,NaN
2013-02-14T05:45:03.087Z,NaN
2013-02-14T05:45:13.942Z,NaN
2013-02-14T05:45:24.798Z,NaN
2013-02-14T05:45:35.654Z,NaN
2013-02-14T05:45:46.509Z,NaN
2013-02-14T05:45:57.365Z,NaN
2013-02-14T05:46:08.221Z,NaN
2013-02-14T05:46:19.076Z,NaN
2013-02-14T05:46:29.932Z,NaN
2013-02-14T05:46:40.788Z,NaN
2013-02-14T05:46:51.643Z,NaN
2013-02-14T05:47:02.499Z,NaN
2013-02-14T05:47:13.355Z,NaN
2013-02-14T05:47:24.210Z,NaN
2013-02-14T05:47:35.066Z,NaN
2013-02-14T05:47:45.922Z,NaN
2013-02-14T05:47:56.777Z,NaN
2013-02-14T05:48:07.633Z,NaN
2013-02-14T05:48:18.488Z,NaN
2013-02-14T05:48:29.344Z,NaN
2013-02-14T05:48:40.200Z,NaN
2013-02-14T05:48:51.055Z,NaN
2013-02-14T05:49:01.911Z,NaN
2013-02-14T05:49:12.767Z,NaN
2013-02-14T05:49:23.622Z,NaN
2013-02-14T05:49:34.478Z,NaN
2013-02-14T05:49:45.334Z,NaN
2013-02-14T05:49:56.189Z,NaN
2013-02-14T05:50:07.045Z,NaN
2013-02-14T05:50:17.901Z,NaN
2013-02-14T05:50:28.756Z,NaN
2013-02-14T05:50:39.612Z,NaN
2013-02-14T05:50:50.468Z,NaN
2013-02-14T05:51:01.323Z,NaN
2013-02-14T05:51:12.179Z,NaN
2013-02-14T05:51:23.035Z,NaN
2013-02-14T05:51:33.890Z,NaN
2013-02-14T05:51:44.746Z,NaN
2013-02-14T05:51:55.602Z,NaN
2013-02-14T05:52:06.457Z,NaN
2013-02-14T05:52:17.313Z,NaN
2013-02-14T05:52:28.169Z,NaN
2013-02-14T05:52:39.024Z,NaN
2013-02-14T05:52:49.880Z,NaN
2013-02-14T05:53:00.736Z,NaN
2013-02-14T05:53:11.591Z,NaN
2013-02-14T05:53:22.447Z,NaN
2013-02-14T05:53:33.303Z,NaN
2013-02-14T05:53:44.158Z,NaN
2013-02-14T05:53:55.014Z,NaN
2013-02-14T05:54:05.869Z,NaN
2013-02-14T05:54:16.725Z,NaN
2013-02-14T05:54:27.581Z,NaN
2013-02-14T05:54:38.436Z,NaN
2013-02-14T05:54:49.292Z,NaN
2013-02-14T05:55:00.148Z,NaN
2013-02-14T05:55:11.003Z,NaN
2013-02-14T05:55:21.859Z,NaN
2013-02-14T05:55:32.715Z,NaN
2013-02-14T05:55:43.570Z,NaN
2013-02-14T05:55:54.426Z,NaN
2013-02-14T05:56:05.282Z,NaN
2013-02-14T05:56:16.137Z,NaN
2013-02-14T05:56:26.993Z,NaN
2013-02-14T05:56:37.849Z,NaN
2013-02-14T05:56:48.704Z,NaN
2013-02-14T05:56:59.560Z,NaN
2013-02-14T05:57:10.416Z,NaN
2013-02-14T05:57:21.271Z,NaN
2013-02-14T05:57:32.127Z,NaN
2013-02-14T05:57:42.983Z,NaN
2013-02-14T05:57:53.838Z,NaN
2013-02-14T05:58:04.694Z,NaN
2013-02-14T05:58:15.550Z,NaN
2013-02-14T05:58:26.405Z,NaN
2013-02-14T05:58:37.261Z,NaN
2013-02-14T05:58:48.117Z,NaN
2013-02-14T05:58:58.972Z,NaN
2013-02-14T05:59:09.828Z,NaN
2013-02-14T05:59:20.684Z,NaN
2013-02-14T05:59:31.539Z,NaN
2013-02-14T05:59:42.395Z,NaN
2013-02-14T05:59:53.251Z,NaN
2013-02-14T06:00:04.106Z,NaN
2013-02-14T06:00:14.962Z,NaN
2013-02-14T06:00:25.817Z,NaN
2013-02-14T06:00:36.673Z,NaN
2013-02-14T06:00:47.529Z,NaN
2013-02-14T06:00:58.384Z,NaN
2013-02-14T06:01:09.240Z,NaN
2013-02-14T06:01:20.096Z,NaN
2013-02-14T06:01:30.951Z,NaN
2013-02-14T06:01:41.807Z,NaN
2013-02-14T06:01:52.663Z,NaN
2013-02-14T06:02:03.518Z,NaN
2013-02-14T06:02:14.374Z,NaN
2013-02-14T06:02:25.230Z,NaN
2013-02-14T06:02:36.085Z,NaN
2013-02-14T06:02:46.941Z,NaN
2013-02-14T06:02:57.797Z,NaN
2013-02-14T06:03:08.652Z,NaN
2013-02-14T06:03:19.508Z,NaN
2013-02-14T06:03:30.364Z,NaN
2013-02-14T06:03:41.219Z,NaN
2013-02-14T06:03:52.075Z,NaN
2013-02-14T06:04:02.931Z,NaN
2013-02-14T06:04:13.786Z,NaN
2013-02-14T06:04:24.642Z,NaN
2013-02-14T06:04:35.498Z,NaN
2013-02-14T06:04:46.353Z,NaN
2013-02-14T06:04:57.209Z,NaN
2013-02-14T06:05:08.065Z,NaN
2013-02-14T06:05:18.920Z,NaN
2013-02-14T06:05:29.776Z,NaN
2013-02-14T06:05:40.632Z,NaN
2013-02-14T06:05:51.487Z,NaN
2013-02-14T06:06:02.343Z,NaN
2013-02-14T06:06:13.199Z,NaN
2013-02-14T06:06:24.054Z,NaN
2013-02-14T06:06:34.910Z,NaN
2013-02-14T06:06:45.766Z,NaN
2013-02-14T06:06:56.621Z,NaN
2013-02-14T06:07:07.477Z,NaN
2013-02-14T06:07:18.332Z,NaN
2013-02-14T06:07:29.188Z,NaN
2013-02-14T06:07:40.044Z,NaN
2013-02-14T06:07:50.899Z,NaN
2013-02-14T06:08:01.755Z,NaN
2013-02-14T06:08:12.611Z,NaN
2013-02-14T06:08:23.466Z,NaN
2013-02-14T06:08:34.322Z,NaN
2013-02-14T06:08:45.178Z,NaN
2013-02-14T06:08:56.033Z,NaN
2013-02-14T06:09:06.889Z,NaN
2013-02-14T06:09:17.745Z,NaN
2013-02-14T06:09:28.600Z,NaN
2013-02-14T06:09:39.456Z,NaN
2013-02-14T06:09:50.312Z,NaN
2013-02-14T06:10:01.167Z,NaN
2013-02-14T06:10:12.023Z,NaN
2013-02-14T06:10:22.879Z,NaN
2013-02-14T06:10:33.734Z,NaN
2013-02-14T06:10:44.590Z,NaN
2013-02-14T06:10:55.446Z,NaN
2013-02-14T06:11:06.301Z,NaN
2013-02-14T06:11:17.157Z,NaN
2013-02-14T06:11:28.013Z,NaN
2013-02-14T06:11:38.868Z,NaN
2013-02-14T06:11:49.724Z,NaN
2013-02-14T06:12:00.580Z,NaN
2013-02-14T06:12:11.435Z,NaN
2013-02-14T06:12:22.291Z,NaN
2013-02-14T06:12:33.147Z,NaN
2013-02-14T06:12:44.002Z,NaN
2013-02-14T06:12:54.858Z,NaN
2013-02-14T06:13:05.713Z,NaN
2013-02-14T06:13:16.569Z,NaN
2013-02-14T06:13:27.425Z,NaN
2013-02-14T06:13:38.280Z,NaN
2013-02-14T06:13:49.136Z,NaN
2013-02-14T06:13:59.992Z,NaN
2013-02-14T06:14:10.847Z,NaN
2013-02-14T06:14:21.703Z,NaN
2013-02-14T06:14:32.559Z,NaN
2013-02-14T06:14:43.414Z,NaN
2013-02-14T06:14:54.270Z,NaN
2013-02-14T06:15:05.126Z,NaN
2013-02-14T06:15:15.981Z,NaN
2013-02-14T06:15:26.837Z,NaN
2013-02-14T06:15:37.693Z,NaN
2013-02-14T06:15:48.548Z,NaN
2013-02-14T06:15:59.404Z,NaN
2013-02-14T06:16:10.260Z,NaN
2013-02-14T06:16:21.115Z,NaN
2013-02-14T06:16:31.971Z,NaN
2013-02-14T06:16:42.827Z,NaN
2013-02-14T06:16:53.682Z,NaN
2013-02-14T06:17:04.538Z,NaN
2013-02-14T06:17:15.394Z,NaN
2013-02-14T06:17:26.249Z,NaN
2013-02-14T06:17:37.105Z,NaN
2013-02-14T06:17:47.961Z,NaN
2013-02-14T06:17:58.816Z,NaN
2013-02-14T06:18:09.672Z,NaN
2013-02-14T06:18:20.527Z,NaN
2013-02-14T06:18:31.383Z,NaN
2013-02-14T06:18:42.239Z,NaN
2013-02-14T06:18:53.094Z,NaN
2013-02-14T06:19:03.950Z,NaN
2013-02-14T06:19:14.806Z,NaN
2013-02-14T06:19:25.661Z,NaN
2013-02-14T06:19:36.517Z,NaN
2013-02-14T06:19:47.373Z,NaN
2013-02-14T06:19:58.228Z,NaN
2013-02-14T06:20:09.084Z,NaN
2013-02-14T06:20:19.940Z,NaN
2013-02-14T06:20:30.795Z,NaN
2013-02-14T06:20:41.651Z,NaN
2013-02-14T06:20:52.507Z,NaN
2013-02-14T06:21:03.362Z,NaN
2013-02-14T06:21:14.218Z,NaN
2013-02-14T06:21:25.074Z,NaN
2013-02-14T06:21:35.929Z,NaN
2013-02-14T06:21:46.785Z,NaN
2013-02-14T06:21:57.641Z,NaN
2013-02-14T06:22:08.496Z,NaN
2013-02-14T06:22:19.352Z,NaN
2013-02-14T06:22:30.208Z,NaN
2013-02-14T06:22:41.063Z,NaN
2013-02-14T06:22:51.919Z,NaN
2013-02-14T06:23:02.775Z,NaN
2013-02-14T06:23:13.630Z,NaN
2013-02-14T06:23:24.486Z,NaN
2013-02-14T06:23:35.342Z,NaN
2013-02-14T06:23:46.197Z,NaN
2013-02-14T06:23:57.053Z,NaN
2013-02-14T06:24:07.909Z,NaN
2013-02-14T06:24:18.764Z,NaN
2013-02-14T06:24:29.620Z,NaN
2013-02-14T06:24:40.476Z,NaN
2013-02-14T06:24:51.331Z,NaN
2013-02-14T06:25:02.187Z,NaN
2013-02-14T06:25:13.043Z,NaN
2013-02-14T06:25:23.898Z,NaN
2013-02-14T06:25:34.754Z,0.043059
2013-02-14T06:25:45.609Z,NaN
2013-02-14T06:25:56.465Z,NaN
2013-02-14T06:26:07.321Z,NaN
2013-02-14T06:26:18.176Z,NaN
2013-02-14T06:26:29.032Z,NaN
2013-02-14T06:26:39.888Z,NaN
2013-02-14T06:26:50.743Z,NaN
2013-02-14T06:27:01.599Z,NaN
2013-02-14T06:27:12.455Z,NaN
2013-02-14T06:27:23.310Z,NaN
2013-02-14T06:27:34.166Z,NaN
2013-02-14T06:27:45.022Z,NaN
2013-02-14T06:27:55.877Z,NaN
2013-02-14T06:28:06.733Z,NaN
2013-02-14T06:28:17.589Z,NaN
2013-02-14T06:28:28.444Z,NaN
2013-02-14T06:28:39.300Z,NaN
2013-02-14T06:28:50.156Z,NaN
2013-02-14T06:29:01.011Z,NaN
2013-02-14T06:29:11.867Z,NaN
2013-02-14T06:29:22.723Z,NaN
2013-02-14T06:29:33.578Z,NaN
2013-02-14T06:29:44.434Z,NaN
2013-02-14T06:29:55.290Z,NaN
2013-02-14T06:30:06.145Z,NaN
2013-02-14T06:30:17.001Z,NaN
2013-02-14T06:30:27.857Z,NaN
2013-02-14T06:30:38.712Z,NaN
2013-02-14T06:30:49.568Z,NaN
2013-02-14T06:31:00.424Z,NaN
2013-02-14T06:31:11.279Z,0.087909
2013-02-14T06:31:22.135Z,NaN
2013-02-14T06:31:32.991Z,NaN
2013-02-14T06:31:43.846Z,0.24375
2013-02-14T06:31:54.702Z,NaN
2013-02-14T06:32:05.557Z,NaN
2013-02-14T06:32:16.413Z,0.13005
2013-02-14T06:32:27.268Z,NaN
2013-02-14T06:32:38.124Z,NaN
2013-02-14T06:32:48.980Z,NaN
2013-02-14T06:32:59.835Z,NaN
2013-02-14T06:33:10.691Z,NaN
2013-02-14T06:33:21.547Z,NaN
2013-02-14T06:33:32.402Z,NaN
2013-02-14T06:33:43.258Z,NaN
